Rank,Player,Score,Games Played
2002,Joshimoto,1584,96
2003,jaychele,1584,23
2004,Lihnik,1584,35
2005,brandnewplayer,1584,186
2006,Rfmirm,1584,542
2007,TrueSaun,1584,197
2008,Nikki_Next_Door,1584,31
2009,Banafish,1584,42
2010,Nekwan,1584,217
2011,bajs96,1584,38
2012,Bigaus82,1584,1028
2013,Thegrosfaisan,1584,109
2014,MirrorBreaker,1584,165
2015,VictorNNN,1584,107
2016,tuvi_1c,1584,63
2017,Nautilusss,1583,35
2018,azww,1583,45
2019,thatjohnyouknow,1583,268
2020,Velja123,1583,59
2021,jwlim94,1583,67
2022,TempestSpear,1583,146
2023,PiEmStheone,1583,35
2024,KetxeFretxe,1583,115
2025,ZooSEB_75,1583,151
2026,slegg,1583,44
2027,blacklister,1583,96
2028,ngomel,1583,27
2029,FeudalPig,1583,426
2030,luki666,1583,153
2031,Diothyme,1583,271
2032,coopernicus2020,1583,159
2033,m_sherick,1583,23
2034,Asagne,1583,385
2035,Tavuz,1583,144
2036,Gorlod,1582,75
2037,DMC5,1582,83
2038,piremses,1582,430
2039,Tails66,1582,36
2040,Hoinz,1582,398
2041,JIMBO7011,1582,195
2042,mariner4,1582,111
2043,elbe5,1582,891
2044,DarcDuchesse,1582,191
2045,Marshaiden,1582,114
2046,bdom24,1582,63
2047,squiiiiiiiiiik,1582,348
2048,MrsEkman,1582,68
2049,Clarillis,1582,463
2050,Danishooter,1581,371
2051,daanerl,1581,26
2052,Ondruska,1581,196
2053,Kristur,1581,156
2054,Femtripod,1581,109
2055,Merbear65,1581,144
2056,ikkh54,1581,99
2057,staiks,1581,31
2058,Stella,1581,68
2059,Gade,1581,57
2060,Chesman,1581,29
2061,ZenChii,1581,26
2062,Javisan,1581,76
2063,Liifaen,1581,67
2064,tf1sher,1581,175
2065,Bareclaw,1581,33
2066,Knife,1581,577
2067,jakobstrom,1581,68
2068,Simurgg,1581,116
2069,SHPeter,1581,55
2070,fdosal,1581,182
2071,CareFACE,1581,66
2072,Elodin1804,1581,35
2073,theanfieldred,1581,51
2074,imhk,1581,372
2075,CRASH94,1580,63
2076,largestki1,1580,98
2077,paulmcc89,1580,83
2078,tuxipouet,1580,586
2079,player6125715,1580,325
2080,Flash Midnight,1580,29
2081,marsmission22,1580,47
2082,Calippo02,1580,168
2083,Extremike,1580,35
2084,zajjac_95,1580,25
2085,AlaricIV,1580,31
2086,MATHIAS1980,1580,478
2087,ChrisEltonShade,1580,74
2088,mikeg3911,1580,1316
2089,AkshnJacksn,1580,89
2090,Melonmask,1580,155
2091,Etele,1580,564
2092,-julius-,1580,142
2093,mairuukub,1580,356
2094,RockClimber824,1580,22
2095,Sad_beaver,1580,45
2096,shikarie,1580,160
2097,Devon_Miles,1579,175
2098,theethief,1579,122
2099,Yere,1579,814
2100,bananowy_czlek,1579,98
2101,wardasz,1579,83
2102,BaneRiman,1579,35
2103,VADIM_SVET,1579,350
2104,jmwend,1579,120
2105,Bock-Saga,1579,73
2106,kashanka392,1579,38
2107,Chicowill,1579,276
2108,egg01,1579,38
2109,Ommadawn,1579,1037
2110,sn80,1579,146
2111,JoulSiber,1579,237
2112,cho_sensei,1578,44
2113,crustybaguette,1578,58
2114,Camper_Karl,1578,256
2115,ammorning,1578,152
2116,Andrij,1578,679
2117,Torsten Suhren,1578,1061
2118,mikimiki29,1578,198
2119,Fairbane,1578,78
2120,Diego Renzi,1578,379
2121,Jessica3404,1578,76
2122,Shakamaster,1578,839
2123,Bee 0 bee,1578,185
2124,GeovanyX,1578,87
2125,Boardgame,1578,430
2126,Apoxxit,1578,108
2127,Lamite78,1578,201
2128,Grandarr,1578,71
2129,Popolulux,1578,95
2130,SleepyO,1577,92
2131,cheshirecat2,1577,26
2132,KaccepH,1577,104
2133,sidtan96,1577,34
2134,Hartok87,1577,58
2135,taroko19,1577,44
2136,kookieventures,1577,248
2137,Player701920308,1577,20
2138,gandhi neru,1577,287
2139,Johale,1577,60
2140,Firinneach,1577,22
2141,BringElonHome,1576,41
2142,Tbcotwig,1576,137
2143,SeaRyan,1576,21
2144,Jdads,1576,72
2145,M0unta1n,1576,769
2146,grumpyelk,1576,33
2147,Warman1338,1576,45
2148,Tapfer007,1576,34
2149,mtlafrin,1576,458
2150,qla66681,1576,68
2151,Xatria,1576,31
2152,maarcelacl,1576,402
2153,Paopokpok,1576,238
2154,stephin,1576,35
2155,FightAboutIt,1576,85
2156,adrianzhelev,1576,51
2157,Tyr001,1576,128
2158,IVIephisto,1575,79
2159,rilo_afc,1575,105
2160,Seistrup,1575,55
2161,Dr. Luengo,1575,334
2162,gonzacad12,1575,130
2163,Popsickle,1575,257
2164,ovh69,1575,447
2165,Scotty3.0,1575,177
2166,mysterfood,1575,121
2167,rusoes,1575,64
2168,Lorien17,1575,27
2169,Aidua,1575,479
2170,tyersz,1575,87
2171,Mingalar,1575,104
2172,riacik,1575,28
2173,godpepper,1575,506
2174,zarqwon,1575,136
2175,Asparagic,1575,50
2176,Inaniel,1575,141
2177,CuteBigHead,1574,181
2178,Sebes,1574,106
2179,hanmig,1574,117
2180,Original Martian,1574,61
2181,Lissy2003,1574,307
2182,SeppiaCelata,1574,23
2183,pafaka2,1574,82
2184,pesdurny,1574,97
2185,tAppersson,1574,59
2186,scratchynails,1574,924
2187,ValerianRyn,1574,67
2188,sebacaste,1574,21
2189,horvbali,1574,75
2190,czechoa,1574,41
2191,inspectorbiggles,1574,40
2192,rttrembl,1574,112
2193,micui,1574,45
2194,Artemqq4,1574,39
2195,stevez2,1574,129
2196,lindasrova,1574,166
2197,monacomat,1573,177
2198,3my0,1573,247
2199,MrAheoja,1573,22
2200,JohnnyF14,1573,42
2201,Gordo726,1573,77
2202,Burto001,1573,22
2203,thefoxtroll,1573,183
2204,gwt3807,1573,256
2205,Hawk_the_Grey,1573,223
2206,Adios77777,1573,96
2207,elvileg,1573,32
2208,ValeriusGeist,1573,147
2209,Papaschlumpf783,1573,124
2210,LawyerUA,1573,40
2211,MrRottenHeart,1573,57
2212,Jammerjamz,1573,65
2213,dbondarenko,1573,64
2214,Karlhungu5,1573,23
2215,ggers003,1573,55
2216,CoinCoin1212,1573,21
2217,rgflx,1573,51
2218,wuwei-ninja,1573,321
2219,CKMin,1573,94
2220,Plumf,1573,90
2221,MxPL,1573,231
2222,Lokisam,1572,193
2223,BlisfulBlobb,1572,94
2224,volman321,1572,24
2225,agatach,1572,332
2226,MagicTricksMen,1572,60
2227,bornasghosts,1572,66
2228,Der Internet,1572,42
2229,raton,1572,22
2230,NikKok,1572,68
2231,VariabilitysBrother,1572,106
2232,Fran0309,1572,807
2233,adamtheis,1572,24
2234,Fashiel,1572,25
2235,esonrasmus,1572,26
2236,NoEye,1572,261
2237,archie345,1572,224
2238,Donald Dumb,1571,665
2239,nsj75,1571,442
2240,SenorFleisch2,1571,26
2241,nitingarg,1571,170
2242,yozhikas,1571,104
2243,cabezuky,1571,329
2244,seo3lee,1571,109
2245,Cardell,1571,265
2246,amanael,1571,108
2247,tvrx123,1571,168
2248,BigRed3005,1571,95
2249,Climber13,1571,311
2250,carlberg4,1571,146
2251,aegis.dark,1571,168
2252,nr1424,1571,34
2253,davidg07,1571,39
2254,Andrew_Abomb,1571,20
2255,canzoz,1570,49
2256,KAISER SOSEY,1570,709
2257,sgnac,1570,23
2258,Krazmov,1570,38
2259,pinchy,1570,154
2260,EXTREME COLD FUNGUS,1570,77
2261,Leuchtturm4444,1570,536
2262,Greninja9,1570,30
2263,Binne,1570,413
2264,Sabat_poznan,1570,134
2265,Hoce,1570,96
2266,vortex vanquisher,1570,97
2267,TrimbleStreet,1570,53
2268,tokiwartooth,1570,121
2269,maxbuf44,1570,27
2270,alexeiv2000,1570,105
2271,hyene,1570,368
2272,Ricomojo,1570,42
2273,englais,1570,34
2274,MatthewAW,1570,56
2275,Anachrony,1570,426
2276,Shadowfaith26,1570,137
2277,Konfucius,1570,47
2278,Tatzelwurm,1570,55
2279,Martianmanhunter,1569,273
2280,Per J,1569,493
2281,Rudomar,1569,28
2282,divisionk,1569,65
2283,Lexmark,1569,96
2284,Pintaa,1569,24
2285,Marsrius,1569,56
2286,Youv-got,1569,107
2287,otherism,1569,209
2288,IvnBer,1569,42
2289,Caruso99,1569,277
2290,Bloebs,1569,51
2291,gronland,1569,51
2292,Kamil23,1569,294
2293,ScarletBlast,1569,29
2294,Salbowski,1569,134
2295,Vitenka2897,1569,64
2296,Wowas,1569,56
2297,Shirkayo,1569,40
2298,DavidWickman,1568,28
2299,Baumi123,1568,84
2300,spiegeland,1568,25
2301,punter4eva,1568,611
2302,Phantooom,1568,69
2303,Caspium,1568,21
2304,whiteless69,1568,313
2305,zettix,1568,633
2306,vananhtn,1568,38
2307,coqui82,1568,702
2308,Nave808,1568,123
2309,stelmah,1568,51
2310,nodoran,1568,113
2311,crash_0verr1d3,1568,33
2312,Detumescence,1567,119
2313,AustinGradd,1567,390
2314,Ranca,1567,74
2315,roellie82,1567,201
2316,The Bearded Mining Droid,1567,36
2317,Starlight Crystal Beam Ray,1567,24
2318,Lomonovici,1567,69
2319,drizzt27,1567,108
2320,Subiela,1567,443
2321,Arikoskylo,1567,903
2322,maxxeritage,1567,466
2323,yt24ts18,1566,34
2324,PierreLG,1566,57
2325,TaruNinja,1566,699
2326,Umbrella Corp.,1566,198
2327,MC_Tycoon,1566,343
2328,Catoo,1566,122
2329,Kozoga,1566,74
2330,MIKELINGEI,1566,99
2331,Stealissue,1566,46
2332,PaCMichi,1566,123
2333,player5313595,1566,108
2334,Panama Antikainen,1566,496
2335,Valortag,1566,1126
2336,Orasme,1566,790
2337,tino729,1566,26
2338,TimothyNygold,1566,80
2339,Ferror,1566,37
2340,MiszukChceJesc,1566,373
2341,Pedro.moro,1566,47
2342,Isitmybrain,1566,844
2343,obbeluff,1565,22
2344,dodspulver,1565,96
2345,quiglythegreat,1565,33
2346,GinTonic666,1565,84
2347,fishBRA1Ns,1565,72
2348,Salih-61,1565,124
2349,Federchen,1565,26
2350,pippo4690,1565,62
2351,vispanta,1565,249
2352,G-Grimey,1565,30
2353,terrajon,1565,69
2354,luizeba,1565,21
2355,Caro078,1565,50
2356,player5835267,1565,278
2357,mprec,1565,22
2358,Ken_Kendrickson,1565,63
2359,fillar,1565,39
2360,aledus,1565,50
2361,g8galle,1564,21
2362,Familygamenite,1564,120
2363,player4341882,1564,173
2364,WNW KOTH,1564,39
2365,Maxtrigz,1564,107
2366,Ger_Kratos,1564,23
2367,colin sayles,1564,327
2368,Jeniss,1564,414
2369,cua si modo,1564,52
2370,Waza235,1564,270
2371,engkantoteror,1564,285
2372,solo65,1564,466
2373,martinemoritz16,1564,55
2374,KKND2020,1564,78
2375,asikwlosik,1564,20
2376,kharonte,1564,59
2377,Ben17,1564,559
2378,pashka61,1564,50
2379,Dave Davinci,1564,218
2380,Marsmensch42,1563,22
2381,Realbubba12,1563,106
2382,vextract,1563,136
2383,bschn140,1563,23
2384,lestat2233,1563,383
2385,svetlich,1563,102
2386,radioactivemilk,1563,77
2387,Toño,1563,285
2388,Aaverix,1563,205
2389,x4by,1563,124
2390,Herein,1563,49
2391,DuHastMitch,1563,161
2392,problematiq,1563,210
2393,damianptak,1563,68
2394,letoslaw,1563,154
2395,Thanatosjax,1563,240
2396,donvicor,1562,415
2397,schnubbeldikatz,1562,255
2398,Ironcupcake,1562,176
2399,manuel_muc,1562,237
2400,ghajajajajaja,1562,288
2401,saluva,1562,428
2402,DR.Geronimo,1562,56
2403,GreyCat52,1562,21
2404,Angels Breath,1562,130
2405,-ste-,1562,26
2406,Ripple_SA,1562,150
2407,zinray,1562,166
2408,GoMorBo,1562,213
2409,anaddelic,1562,345
2410,CatMTL,1562,992
2411,LogicMagic,1561,274
2412,stefferson,1561,310
2413,AI Impossible,1561,300
2414,lan0028456,1561,57
2415,Death_Sword,1561,91
2416,Strawman94,1561,95
2417,jazzlaug,1561,85
2418,dikon63,1561,27
2419,Jese1985,1561,20
2420,KevinEE,1561,373
2421,Kolliee89,1561,104
2422,Kompresor,1561,23
2423,MInSuKim,1561,540
2424,apupa,1561,103
2425,rodbest,1561,197
2426,Ohrtrompete,1561,45
2427,Marscreator,1561,35
2428,jwmacinnis,1560,45
2429,formentera,1560,499
2430,Verholik,1560,51
2431,thegodeater,1560,45
2432,Napoleon_SMY,1560,130
2433,Bob_Fish,1560,100
2434,saucisse lentille,1560,231
2435,sickiboy,1560,22
2436,Gnarkz,1560,211
2437,DkDeacon,1560,727
2438,Silvest23,1560,257
2439,Jedi wik Stick,1560,627
2440,arjunius,1560,57
2441,Azura,1560,72
2442,AckAck,1560,340
2443,Wolfgang82,1560,26
2444,pitaponpon,1560,152
2445,Blevens,1560,40
2446,FrankFrank,1560,282
2447,WNWMadamajor,1560,34
2448,xghpinder,1560,47
2449,Snakeeyes5,1560,42
2450,Lajm Desperado,1560,84
2451,Kokosic,1560,105
2452,Baffi1,1560,449
2453,Jakesuikkeli,1559,222
2454,Masamasamasa,1559,20
2455,meow4689,1559,21
2456,pattewhite,1559,31
2457,MrMonokel2000,1559,25
2458,Arakikiri,1559,117
2459,Jeces,1559,22
2460,jeppelundahl,1559,180
2461,snuyal,1559,1018
2462,vbourne,1559,84
2463,teaamchesh,1559,24
2464,nubblor,1559,65
2465,JAmoKa_Daijin,1559,29
2466,ccyykk,1559,50
2467,Tacopaj1337,1559,85
2468,Ema0451,1559,80
2469,Schnirega,1559,177
2470,Scarpatus,1559,21
2471,Punack_the_destroyer,1559,103
2472,Tahen,1559,64
2473,Jedibank,1559,611
2474,watto23,1559,81
2475,drown_soda,1559,333
2476,TrueMichaelJordan,1559,93
2477,Venderbight,1559,36
2478,MS22,1559,169
2479,davew3,1559,24
2480,Lorsks,1558,25
2481,mosyr,1558,136
2482,Selak Khan,1558,356
2483,rio14,1558,225
2484,Doktor_Heindl,1558,24
2485,Tomwin,1558,160
2486,Dominionator92,1558,140
2487,Facino,1558,43
2488,SkiLauge,1558,28
2489,tjockconny,1558,51
2490,ana_belle,1558,646
2491,sorrowquin,1558,110
2492,lapatre,1558,49
2493,Samiylo,1558,160
2494,ramdog86,1558,381
2495,The Lost Cause,1558,345
2496,TheRipper,1558,390
2497,IKururugi,1558,39
2498,jman269,1558,108
2499,nidoss,1558,129
2500,mark.ariesen,1558,42
2501,sebasharbec,1558,111
2502,Simplelux,1558,82
2503,scottykg,1558,181
2504,elegaav9500,1558,62
2505,Targor1989,1558,106
2506,syncerely,1558,21
2507,rachell37,1557,62
2508,player6527352,1557,136
2509,Renéleveskaya,1557,61
2510,Melkhart,1557,117
2511,R3NA,1557,60
2512,Kookievan,1557,114
2513,Timber33,1557,181
2514,Shrey93,1557,64
2515,Socke7,1557,151
2516,brhnbr,1557,35
2517,Nachemo,1557,39
2518,*player7002152,1557,39
2519,NochNasty,1557,437
2520,MarsMarín,1557,24
2521,scribledud,1557,32
2522,LePibertson,1557,304
2523,Marilith,1557,31
2524,s8n_gg,1556,186
2525,singerf,1556,228
2526,ICEBUTCHER,1556,38
2527,4Siris,1556,64
2528,spartyrok,1556,76
2529,Akadil,1556,101
2530,cronism,1556,257
2531,Adiunkt123,1556,58
2532,Chroso,1556,32
2533,porkmenace,1556,64
2534,Diosd,1556,57
2535,anatolf12,1556,133
2536,tobiologie,1556,35
2537,ImogenMichel,1556,67
2538,Carpediem76,1556,325
2539,lucidloo,1555,392
2540,Pimounet09,1555,62
2541,Penn33,1555,300
2542,Jesjarl,1555,155
2543,OptimusPrinceps,1555,70
2544,SM4RTAsS,1555,63
2545,SessionXIII,1555,66
2546,FD82,1555,102
2547,Zlayakolbasa,1555,64
2548,Erikura,1555,1163
2549,Houttijn,1555,668
2550,Damski26,1555,46
2551,ElmanGirl,1555,514
2552,kmaryk,1555,755
2553,Chechy6,1555,123
2554,schnow,1555,70
2555,BowserKooppo,1555,327
2556,metzlernick2,1555,42
2557,r00b,1555,150
2558,Alabaster427,1555,84
2559,Sparky007,1555,544
2560,_JCB_,1555,29
2561,AskorRU,1554,21
2562,NukeE22,1554,127
2563,YellowPapaj,1554,42
2564,A.Stafik,1554,31
2565,TianXL,1554,95
2566,Sakorda,1554,268
2567,Fugère,1554,164
2568,jawnman,1554,227
2569,SpearoNika,1554,143
2570,kingsajz,1554,97
2571,TempusFrangit,1554,163
2572,kate_vuos,1553,70
2573,Mr_Nail,1553,108
2574,Sonofhades,1553,84
2575,bumpomatty,1553,1789
2576,Lord Kasus,1553,163
2577,0N0M,1553,229
2578,Palde,1553,77
2579,Marmur,1553,444
2580,Tsggr,1553,471
2581,audzilla,1553,31
2582,szalek2,1553,24
2583,Sneag13,1553,33
2584,TeraformingTowelie,1553,33
2585,Xarv,1553,94
2586,marsgamegery1994,1553,544
2587,trivis92,1553,70
2588,moio,1553,31
2589,Nibiru45,1553,23
2590,maguillot,1553,63
2591,hituzi3,1553,363
2592,SBD650KG,1553,557
2593,Hari91,1553,60
2594,Billy14,1553,170
2595,DeathBySprnkles,1553,111
2596,Ric_1080p,1553,160
2597,maximus1304,1553,64
2598,JohnDoe327,1552,51
2599,Sir_Didimus,1552,52
2600,milouz,1552,135
2601,Celmerro,1552,229
2602,wst101,1552,452
2603,Vesarius,1552,165
2604,MotionBlur,1552,50
2605,Der-Winterfuchs,1552,71
2606,Gentiane bleue,1552,145
2607,hershmeister,1552,524
2608,Fudaru,1552,142
2609,Darko,1552,101
2610,leekwen,1552,36
2611,Schnorks23,1552,82
2612,f3elg0od,1552,36
2613,Anton13507,1552,143
2614,mhorodvyn,1552,34
2615,Jereev,1552,96
2616,Fungible,1552,50
2617,BO1TUN,1552,113
2618,Zhog_Zarr,1552,203
2619,bluebird1989,1551,406
2620,SimpSupreme,1551,64
2621,Franklin_D_Roose,1551,155
2622,Nitari,1551,29
2623,Grandmaster Diego,1551,78
2624,Ritooha,1551,46
2625,zimonyi,1551,63
2626,Casillero,1551,187
2627,Brilyn,1551,30
2628,MrUnlimited,1551,119
2629,Minute_Trader,1551,29
2630,Nephilim777,1551,49
2631,ibarango,1551,133
2632,Tale_Swapper,1551,81
2633,Wrauch88,1551,33
2634,Nighthawk117,1551,108
2635,NandosEnthusiast,1551,30
2636,nsanden,1551,91
2637,rwg10,1551,39
2638,UphillSkier,1550,361
2639,Bladway,1550,83
2640,dirtytroll,1550,399
2641,Indifferent Panda,1550,219
2642,dchamp64,1550,27
2643,SubMars,1550,725
2644,Jess2304,1550,377
2645,n1ght1ng4le,1550,101
2646,kenji6,1550,102
2647,westervick,1550,24
2648,6380,1550,117
2649,the_governor,1550,326
2650,legion-rancor,1550,248
2651,DavkoBoot,1550,88
2652,Basti9843,1550,22
2653,oscarelfgren,1550,63
2654,CJC77,1550,76
2655,renwold,1550,36
2656,iPaet,1550,74
2657,Parrux,1550,106
2658,cribcity,1549,182
2659,greensnail,1549,595
2660,KvotheKolapsO,1549,40
2661,lexyei,1549,404
2662,yaevrei,1549,44
2663,hijohnnylin,1549,24
2664,Anbhas,1549,21
2665,AlexSadInQuarantine,1549,50
2666,dsiefus,1549,31
2667,player5994207,1549,38
2668,cybergarf,1549,32
2669,Stripe999,1549,242
2670,cocojambooo,1549,20
2671,aaduska,1549,158
2672,Aquifer,1549,40
2673,DmanJ,1549,26
2674,Per Vers,1548,89
2675,Dan22Miller,1548,363
2676,Ducabelo,1548,214
2677,jajabings,1548,28
2678,Gottkönig,1548,108
2679,solmirx1,1548,217
2680,SuperGreatFriend,1548,85
2681,jakkula,1548,285
2682,noticeaheart,1548,66
2683,player6911125,1548,96
2684,KnightStalkerOnline,1548,65
2685,Alan Cobra,1548,1945
2686,robocop666,1548,625
2687,Farmstertv,1548,43
2688,Scarlet27,1548,90
2689,Javas7,1548,80
2690,AquaplaningPluto,1548,71
2691,ersfox,1548,29
2692,pieczar_m,1548,70
2693,Bouboubzh,1548,107
2694,Thinny666,1548,80
2695,bjr5111,1548,177
2696,montecristos13,1548,229
2697,Claywhat,1548,47
2698,ElonCrusp,1548,596
2699,La_Gigia,1548,32
2700,Dartwax,1548,264
2701,EduardoLeite,1547,105
2702,Ren02,1547,217
2703,hildegardy,1547,61
2704,Makkenakke,1547,651
2705,Draconis91,1547,20
2706,joseppe1983,1547,38
2707,CrazyJeezy,1547,35
2708,Alan Hinton,1547,63
2709,xQCDangerx,1547,265
2710,vikiriBJ,1547,24
2711,Heidi04,1547,178
2712,Rowan Tien,1547,60
2713,AKBanse,1547,41
2714,jjuddy,1547,43
2715,Elath,1547,79
2716,LaserFowl,1547,138
2717,pfoxinator,1547,215
2718,wavelore,1547,24
2719,TerraForWin,1547,160
2720,Zh3n,1547,68
2721,Tiphine,1547,316
2722,ShaManor,1546,98
2723,Shibarino,1546,122
2724,AurOraOraOra,1546,22
2725,HMMIDK,1546,268
2726,skycortex,1546,148
2727,ElricVIII,1546,506
2728,ZC3rr0r,1546,34
2729,FireFoxITA,1546,58
2730,Bomberconti33,1546,22
2731,PaulaAlvite,1546,186
2732,Brandfarlig,1546,92
2733,Bunnyhopp,1546,29
2734,MagicChaos,1546,51
2735,nattynagen77,1546,70
2736,Binouche,1546,183
2737,TFM83,1546,849
2738,Navi,1546,55
2739,Rogueignis,1546,210
2740,Ofegenia,1546,208
2741,uykutozu,1546,725
2742,schwerwolf,1546,25
2743,Sakke,1545,102
2744,sean_e,1545,24
2745,Loic78,1545,26
2746,WarPotato6,1545,86
2747,Bagor_tenay,1545,348
2748,Trihorea,1545,203
2749,CeboxX,1545,70
2750,raloP,1545,66
2751,alvarojr10,1545,940
2752,Tsugu,1545,23
2753,AnaisNarwa,1545,305
2754,tyutyu12,1545,319
2755,meowymoon,1545,55
2756,psh8909,1545,35
2757,timeglitcher,1545,165
2758,Panoco,1545,101
2759,luicic,1545,71
2760,livingconfucius,1544,260
2761,Hegemonian,1544,90
2762,Timuyin,1544,86
2763,iolkp0321,1544,67
2764,vethan4,1544,44
2765,nuffin,1544,185
2766,DanteColombus,1544,94
2767,coreyds,1544,30
2768,TheStallionPart1,1544,40
2769,Wdewit85,1544,188
2770,Toddy,1544,374
2771,GreenPlayerAB,1544,153
2772,ruoka32,1544,78
2773,pr0da,1544,143
2774,Alkamiga,1544,424
2775,Kedaizd,1544,60
2776,Luffen56,1544,213
2777,Lotta Karotta,1543,79
2778,HoopityHip,1543,51
2779,theDCguy,1543,141
2780,aurelie888,1543,42
2781,Leparisien,1543,108
2782,MaroilleBienFait,1543,45
2783,z0et,1543,35
2784,audreym,1543,257
2785,Alexushka33,1543,28
2786,Skappy,1543,331
2787,ImTubz,1543,37
2788,Thy_Burger,1543,87
2789,Kikelodeon,1543,59
2790,NeverAfter,1543,21
2791,joshi1240,1543,42
2792,MuttonChopMinion,1543,314
2793,Sentient Sausage,1543,27
2794,Rresende,1543,236
2795,Hyst,1543,240
2796,Ty39,1543,55
2797,Bijmeister,1543,217
2798,Vadim,1543,50
2799,snooppee,1543,53
2800,Badscoter,1543,89
2801,Animatis,1543,83
2802,tabaskov,1543,190
2803,matsu nyako,1543,69
2804,benepaille,1543,394
2805,PatrikW,1543,149
2806,Vegetabatman,1543,37
2807,olivis,1543,112
2808,lloinng,1543,58
2809,forhaardt,1542,73
2810,Tiguinoel,1542,20
2811,Lenfa,1542,72
2812,Stayfawn,1542,63
2813,Pottilicious,1542,169
2814,Engelgab,1542,101
2815,Lroy950,1542,36
2816,mlmarine,1542,618
2817,Rhuric,1542,98
2818,MikeGilead,1542,157
2819,ste2108,1542,83
2820,aakashmama,1542,22
2821,bla667,1542,83
2822,SteelyC,1542,62
2823,zenoxe,1542,85
2824,dontl00k,1542,80
2825,mbuna120,1541,514
2826,AsmoTamur,1541,847
2827,schnueffelbaer,1541,861
2828,Sylridel,1541,20
2829,Fantastic_MRfox,1541,122
2830,Dennis0705,1541,137
2831,CrazyAntz,1541,150
2832,Mr_Moon,1541,35
2833,m1ndhunter,1541,81
2834,prez1o,1541,29
2835,Kalle133,1541,69
2836,dadlis,1541,22
2837,dannett,1541,115
2838,stek,1541,1218
2839,edlund,1541,26
2840,sigma77,1541,67
2841,Atharindamel,1541,292
2842,Jimbs,1541,231
2843,wick3d,1541,72
2844,Derrotherbaron,1541,45
2845,Dwhy,1541,22
2846,rsgrad97,1541,69
2847,Moonmonkey,1540,133
2848,klip63,1540,51
2849,westwastingtime,1540,163
2850,nogall,1540,46
2851,shadowwack,1540,57
2852,kingc1326,1540,78
2853,evildrsmith,1540,102
2854,Helli1811,1540,139
2855,timjrab,1540,95
2856,zaruta,1540,97
2857,HYPERTAI,1540,36
2858,Beri A,1540,101
2859,Nakvada,1540,40
2860,joshua.m.bowe,1540,601
2861,Neifmetus,1540,64
2862,Bobo rockt,1540,58
2863,KillerDeath12321,1540,64
2864,TourAce,1540,383
2865,PeladoBombero,1540,314
2866,Sin God of Mars,1540,139
2867,kor tr,1540,393
2868,adamuuu91,1540,73
2869,JT1990,1539,46
2870,Dogter Mlem,1539,306
2871,Ena 08,1539,234
2872,anderson3,1539,42
2873,PerPower,1539,182
2874,Pongpanot2541,1539,57
2875,hyodoong,1539,78
2876,Bananahamma,1539,225
2877,Reben,1539,24
2878,warbaron,1539,29
2879,krawol84,1539,136
2880,Hiekkis,1539,99
2881,Hkynut,1539,151
2882,OwnerofHappiness,1539,91
2883,cryksldyfic,1539,36
2884,vickvill,1539,260
2885,Pepss,1539,58
2886,Truest,1539,25
2887,jeongs,1538,190
2888,Shambeda_1,1538,35
2889,Arkin,1538,58
2890,Lenergy,1538,44
2891,grinia,1538,125
2892,Juskalamuerte,1538,76
2893,GTO92,1538,33
2894,Tusis97,1538,86
2895,Astrid777,1538,26
2896,MagicCreed2,1538,24
2897,Mark Watney Jr,1538,160
2898,goaliechris,1538,56
2899,Major Barthy,1538,437
2900,nemokor1992,1538,70
2901,MRKTSTRTMYHM51,1538,96
2902,Kamon1996,1538,26
2903,CueCappa,1538,21
2904,HatBat15,1538,405
2905,TruthSeekerServant,1538,166
2906,Actor,1538,20
2907,evo05,1538,99
2908,Monarch24,1538,75
2909,KyleRayner4,1538,23
2910,player4458208,1538,83
2911,asdfasfd,1538,22
2912,JoshH21,1538,111
2913,jddhubbard,1538,23
2914,sjberg,1538,268
2915,edvan,1538,782
2916,Tomjai,1538,227
2917,gaarel,1537,110
2918,elinard,1537,47
2919,Hashimoto Lali,1537,132
2920,morkimindy,1537,407
2921,MrSyc,1537,43
2922,gabs_ms,1537,106
2923,ShinnosukeK,1537,347
2924,exco,1537,361
2925,Herddex,1537,28
2926,Rugrules,1537,831
2927,mastanterra,1537,68
2928,Makonu1,1537,31
2929,Kampfesel,1537,104
2930,LeeGen,1537,637
2931,Dzuke911,1537,35
2932,Trigold,1537,42
2933,graymouser65,1537,403
2934,AlfaMayor,1537,46
2935,Godziwawa,1537,132
2936,Duke Lee Tow,1537,144
2937,dvalley,1537,35
2938,Lungsford,1537,74
2939,Mcsavant,1537,35
2940,Zubr74,1537,392
2941,IronRick,1537,37
2942,Silverlain,1537,182
2943,poffdaddy,1536,123
2944,Esax,1536,513
2945,kerkael,1536,20
2946,MindbenderTom,1536,98
2947,Icecreamking,1536,235
2948,megwoo,1536,76
2949,Cyrus_8,1536,1052
2950,triniky,1536,37
2951,Tekh,1536,22
2952,Bearcubs,1536,387
2953,EvilAksel,1536,35
2954,nantucket,1536,229
2955,Ion15,1536,82
2956,yutocha,1536,22
2957,mariah_braga,1536,70
2958,Hissy Slops,1536,50
2959,atobalina,1536,278
2960,bex montana,1536,38
2961,Avto,1536,264
2962,pmsagr,1536,38
2963,Jepujee,1536,37
2964,ramsamsam,1536,160
2965,bcyr87,1536,105
2966,myaarnine,1536,774
2967,Carter97,1535,32
2968,JahMessiah,1535,168
2969,janobeta,1535,28
