Rank,Player,Score,Games Played
1030,Shouper,1664,399
1031,player5422757,1664,148
1032,xerox96,1664,35
1033,tonial33,1664,477
1034,Lennaic,1664,214
1035,chardkwon,1664,318
1036,PsyCthulhu,1663,241
1037,oblivion80,1663,74
1038,madelen15,1663,156
1039,ZademeHeee,1663,52
1040,Archangel of Justice,1663,320
1041,Dirtness,1663,390
1042,ScroogeMcBrick,1663,373
1043,rararara,1663,167
1044,Simselor,1663,48
1045,garyhoffman,1662,88
1046,CoinCoin1212,1662,55
1047,Survitana,1662,270
1048,twoes6500,1662,172
1049,MastaGoat,1662,37
1050,Kasza4,1662,532
1051,Niim,1662,163
1052,Fabrice145,1662,280
1053,Braulmach,1662,178
1054,YesPM,1662,206
1055,frangge,1662,90
1056,Fdower,1662,111
1057,AntiMi,1661,420
1058,champe,1661,135
1059,CryoFlash,1661,246
1060,microsatellite,1661,157
1061,iJMo,1661,145
1062,Drolon,1661,133
1063,Ravière,1661,46
1064,BoatsNHos,1660,105
1065,MATHIAS1980,1660,507
1066,SafariHat,1660,522
1067,Velja123,1660,81
1068,borste,1660,70
1069,Still_Don't Know,1660,384
1070,Durendal4,1660,42
1071,Nordyus,1660,31
1072,claudiostuff,1660,159
1073,Arxivist,1660,36
1074,Indifferent Panda,1659,269
1075,HSDELUXE2,1659,65
1076,RobbieW,1659,247
1077,manyaro,1659,86
1078,Denys9802,1659,732
1079,acestep44,1659,688
1080,dancho_kz,1659,295
1081,överäng,1659,439
1082,Shira_In_Box,1659,254
1083,duciduci8,1659,224
1084,Jedi wik Stick,1659,679
1085,Slidedropper,1658,293
1086,jnorth0728,1658,128
1087,kokocky,1658,37
1088,slamming,1658,431
1089,Historist,1658,646
1090,GussTuss,1657,25
1091,DasFrosty,1657,353
1092,nateetan,1657,124
1093,Lancek,1657,122
1094,Ur Mom,1657,464
1095,biyik,1657,258
1096,Hannibal,1657,1038
1097,john.garrett317,1657,103
1098,SquirtleLvl12,1657,56
1099,Ser Davos,1657,563
1100,tannerbk,1657,36
1101,to_wild_homes,1656,857
1102,rhdqor,1656,87
1103,tuckerjnelson,1656,43
1104,Tomii224,1656,246
1105,jedi112,1656,115
1106,Melusinchen,1656,103
1107,Viclan,1656,391
1108,terraformer_g,1655,57
1109,player3658403,1655,865
1110,MrRaden,1655,407
1111,bertibby,1655,77
1112,MrKanister,1655,106
1113,Stokbauer,1655,283
1114,mlmarine,1655,664
1115,eisengrim,1655,28
1116,Benevus,1655,32
1117,FormingTerra,1655,280
1118,NikKok,1655,107
1119,aston kruger 83,1654,950
1120,Amatikaya,1654,438
1121,AshGaidin,1654,347
1122,player7115017,1654,43
1123,UlricTheMoonMoon,1654,350
1124,szantorobi,1654,205
1125,MUHWISHA,1654,476
1126,adrienbastien,1654,35
1127,Jeffesteele,1654,175
1128,asikwlosik,1654,44
1129,jkomis,1654,1002
1130,Jesuruffer,1654,252
1131,gabestar,1654,399
1132,Gade,1654,66
1133,RumBoppy,1654,298
1134,grandpot,1654,383
1135,invisible4ever,1653,68
1136,nomtropcourt,1653,276
1137,Sortsennep,1653,94
1138,EpicPants_,1653,273
1139,Chazzbo,1653,31
1140,elisa_aiano,1653,126
1141,PaCman le Ouf,1653,292
1142,sinuni,1653,165
1143,Boop Lord,1653,158
1144,BigMac66,1653,218
1145,bornasghosts,1652,159
1146,Nealmend13,1652,347
1147,Esel07,1652,789
1148,Barstatuan,1652,72
1149,KaosticKrepts,1652,408
1150,MarsMonger,1652,1058
1151,ryngo,1652,73
1152,Renedekart87,1652,63
1153,PontiacBandit,1652,116
1154,NELSCHE,1652,967
1155,Giriguy,1652,461
1156,bmaby,1652,214
1157,kingtong617,1652,167
1158,ooke,1652,300
1159,Kripp,1652,1007
1160,Bonkersss,1652,475
1161,oscar35l,1651,178
1162,AlphaAlien,1651,638
1163,Kamil23,1651,385
1164,nakl3,1651,140
1165,Akou,1651,69
1166,MarsuTopi,1651,167
1167,Mr Mars,1651,1323
1168,sidstink1,1651,133
1169,jelo1012,1651,69
1170,dermotmulroney,1651,735
1171,crustybaguette,1651,95
1172,The Lost Cause,1651,425
1173,djechuck,1650,72
1174,johnmoon,1650,386
1175,twigg96wafc,1650,79
1176,TaruNinja,1650,771
1177,Soundju,1650,227
1178,endive-o-jambon,1650,193
1179,Daumen3,1650,29
1180,TimothyNygold,1650,92
1181,LLADALL,1650,1018
1182,ferrine,1650,139
1183,Bote1,1650,619
1184,Sebl,1650,235
1185,yutocha,1650,48
1186,peppaborga,1650,500
1187,noisenow42,1650,314
1188,C3nturion3,1650,121
1189,zawraz,1649,51
1190,Fiink,1649,620
1191,Fimrail,1649,77
1192,ruffroad715,1649,238
1193,marianponiewierka1,1649,70
1194,Keb01,1649,122
1195,sapkaspirez,1649,201
1196,babsang,1649,350
1197,oliv1196,1648,106
1198,Tsokoa,1648,55
1199,cantinflas,1648,1092
1200,cuberner,1648,802
1201,Boss_Of_Your_Gym,1648,116
1202,mbuna120,1648,619
1203,HippoHiawatha,1648,38
1204,NereWARin,1648,39
1205,jmgalley,1648,763
1206,ThomasTheTank007,1648,210
1207,LePibertson,1648,315
1208,kou_2325,1648,91
1209,O-Frosch,1648,106
1210,Lukiii,1647,74
1211,Timber33,1647,341
1212,Vader_one,1647,202
1213,CLEMSTERDEATH,1647,805
1214,Tapfer007,1647,98
1215,ElmanGirl,1647,742
1216,Slycrow,1647,31
1217,Morgiliath,1647,1683
1218,benisonfire,1647,933
1219,dftleonidas,1647,383
1220,Waymar,1647,171
1221,Sp0rling,1647,464
1222,misusky,1647,269
1223,Meddling Mage,1647,329
1224,Valkyrien,1647,618
1225,Andrys25,1646,378
1226,Haravant,1646,376
1227,GeeAi,1646,133
1228,mettevbadenski,1646,496
1229,hromplus,1646,384
1230,RJR36,1646,237
1231,piremses,1646,529
1232,Sebes,1646,169
1233,GawrGura,1646,57
1234,Harley20,1646,257
1235,bookworms04,1646,37
1236,onul,1645,220
1237,Tatynek,1645,586
1238,smoatigap,1645,219
1239,attishu,1645,142
1240,Binouche,1645,217
1241,Rahziael,1645,111
1242,Honey-Hopper,1645,25
1243,Arikoskylo,1645,927
1244,MrZsolt,1645,102
1245,Tytus,1645,496
1246,jakobstrom,1645,119
1247,gestur1,1645,298
1248,Gswagner,1645,96
1249,djDiggs,1645,285
1250,Plush Bros. Co.,1645,572
1251,Reallaurin,1644,21
1252,n0oze,1644,79
1253,JHolt17,1644,155
1254,dnam,1644,691
1255,shadowmoonwalk,1644,249
1256,alkind,1644,548
1257,inlea,1644,89
1258,jehronimo,1644,59
1259,AKHawkster,1644,47
1260,youraunt,1644,751
1261,Larsjoachim,1644,203
1262,MrSnigx,1644,82
1263,milos-serbia,1643,298
1264,Toscovitch,1643,150
1265,tothemoon,1643,606
1266,MISTER LOL,1643,239
1267,dmarks0,1643,50
1268,spud23,1643,696
1269,ironerd,1643,110
1270,gm14fr,1643,269
1271,MartinB105,1643,44
1272,player1839399,1643,131
1273,Jollen,1643,640
1274,Morrizio,1643,77
1275,Kirbysan,1643,180
1276,bumpomatty,1642,1831
1277,Filipp,1642,1255
1278,Asachsteran,1642,27
1279,JehoshaphatJimmy,1642,611
1280,RORAN2,1642,83
1281,Syros86,1642,276
1282,Celmerro,1642,272
1283,CaptainTSR,1641,637
1284,al rata,1641,178
1285,MrMarsMan,1641,23
1286,ambulant-thespian-mechanic,1641,184
1287,Vazounjede,1641,40
1288,zlemr5555,1641,378
1289,iwojima2010,1641,182
1290,EmpireOfEvil,1641,206
1291,PABLO666,1641,207
1292,Dimson1,1640,882
1293,Tutee,1640,61
1294,Marbellous,1640,341
1295,Veotcheok,1640,99
1296,yukiyama47,1640,137
1297,Affang3000,1640,222
1298,GuZ90,1640,36
1299,argyles,1640,334
1300,DyziK,1640,44
1301,allstarsiance,1640,206
1302,mairuukub,1640,409
1303,tvasicek,1640,353
1304,Waxwing007,1640,155
1305,fstollin93,1640,369
1306,Phantazy,1640,42
1307,jewartom,1639,760
1308,Slurt,1639,39
1309,Evil-Ash,1639,350
1310,Firinneach,1639,66
1311,brutalizerbob,1639,119
1312,hosse1516,1639,892
1313,saluva,1639,490
1314,gergosz,1638,380
1315,SpirosK,1638,146
1316,royaljiggyness,1638,173
1317,Bee lover,1638,343
1318,jeben van boga,1638,121
1319,feltbot,1638,292
1320,mtlafrin,1638,511
1321,sj_tag,1638,406
1322,PieroLeDingo,1638,59
1323,Fjaesing,1638,98
1324,CityHasse,1638,166
1325,RagingRyl,1638,167
1326,rh3l22,1638,23
1327,LordByrn,1638,31
1328,gobon0716,1637,50
1329,cuatroformacci,1637,202
1330,dospistolas82,1637,363
1331,BlazingWizard,1637,54
1332,Human Member,1637,271
1333,andoalex,1637,131
1334,Lateralus1,1637,80
1335,Pitlord26,1637,155
1336,SirSpaceButt,1637,41
1337,Pecab,1637,145
1338,LOYZ,1637,168
1339,Make Mars Great Again 007,1637,186
1340,MagicTricksMen,1636,82
1341,TayofDoom,1636,156
1342,RafaRmz,1636,655
1343,MarsOdyssey,1636,240
1344,Hasildur,1636,157
1345,AI Impossible,1636,377
1346,Rustix663,1636,602
1347,pdunlop,1636,68
1348,ryan_75,1636,1072
1349,cheekyhound,1636,1248
1350,Tabexger,1636,47
1351,TheWololoWombat,1636,198
1352,Am_Am,1635,122
1353,`BenjaminLaser,1635,74
1354,zombie01,1635,28
1355,elbe5,1635,1000
1356,Adriael,1635,37
1357,0815roy,1635,341
1358,Lostwoods,1635,40
1359,allemaal92,1635,165
1360,fadi_efendi,1635,210
1361,Supovanille,1635,21
1362,Paopokpok,1635,432
1363,Micha91,1635,499
1364,frgag,1635,135
1365,Holtens Helte,1634,100
1366,PetteriA,1634,271
1367,Chamelee,1634,269
1368,missip,1634,184
1369,TEarlGreyHot,1634,28
1370,Alameda Slim,1634,79
1371,Spacc,1634,203
1372,Bumbo88,1634,198
1373,freebees,1634,401
1374,Sport1k,1634,152
1375,Grinzilio,1634,319
1376,AlexandraPr,1634,420
1377,sissidjamm,1634,198
1378,joel15cat,1633,432
1379,player6911125,1633,222
1380,zeplost,1633,505
1381,keisuke1959,1633,300
1382,VLShooter,1633,969
1383,Formaggi,1633,233
1384,Tyco777,1633,388
1385,raloP,1633,120
1386,bblairsmith,1633,145
1387,thewolfbrothers,1633,202
1388,imhk,1633,385
1389,Masta06,1633,22
1390,SBDaGOODness,1633,511
1391,a29g,1633,1030
1392,klinsy73,1633,992
1393,JoMarti,1632,479
1394,Carpediem76,1632,413
1395,Gunitiwa,1632,73
1396,It ain’t Over_Till It’s oveR,1632,41
1397,GL&amp;HF,1632,338
1398,JosephSaffron,1632,93
1399,gammel1337,1632,77
1400,bluefaith,1632,70
1401,rammas3000,1632,307
1402,czechoa,1632,63
1403,apos,1631,69
1404,Routebreaker,1631,137
1405,blueblizzy,1631,39
1406,suvius,1631,673
1407,conformer,1631,490
1408,Phantooom,1631,187
1409,baldo16,1631,358
1410,Nardi84,1631,152
1411,KIMCHIgir,1630,39
1412,corschulz,1630,116
1413,Jujuskg,1630,477
1414,Death_Sword,1630,160
1415,thatjohnyouknow,1630,332
1416,Williery,1630,581
1417,Zynmos,1630,241
1418,Giambi,1630,245
1419,AsmoTamur,1630,894
1420,Philipleonette,1630,162
1421,zajjac_95,1630,42
1422,chauss007,1630,1110
1423,StekAttack,1630,29
1424,IchiAl,1630,22
1425,hlaca,1630,212
1426,coopernicus2020,1630,167
1427,ccyykk,1630,76
1428,dmonter,1629,185
1429,Komodo 3000,1629,68
1430,elduil,1629,29
1431,KarkkoMantysuopa,1629,337
1432,skyarrow84,1629,88
1433,Gregersgibb,1629,26
1434,aLEALEA,1629,211
1435,Sir_St3ven,1629,248
1436,Punci,1629,47
1437,kusczckak,1629,134
1438,ganimed,1628,377
1439,JoshH21,1628,151
1440,Pito-Délério,1628,182
1441,EvgenEvgen,1628,573
1442,HuttTheZerg,1628,234
1443,luiggi,1628,72
1444,chillmedill,1628,23
1445,TMars,1627,177
1446,StachuSiekiera,1627,307
1447,NarrowCat,1627,55
1448,GoGoJoJo,1627,155
1449,ravasher,1627,237
1450,Aedes,1627,21
1451,atikom,1627,372
1452,Shakerman,1627,139
1453,JuniMond,1627,122
1454,BO1TUN,1627,137
1455,MrBoy77,1627,122
1456,AlwaysJovian,1626,344
1457,Toddy,1626,463
1458,Dedaka85,1626,179
1459,Emperor Musk,1626,251
1460,Collettiville,1626,75
1461,LiniPaulini,1626,64
1462,mareqw,1626,109
1463,Ansharja,1626,107
1464,swaydizzle1337,1626,150
1465,AwesomeRhino,1626,191
1466,Andrij,1626,743
1467,Octavius_Ace,1626,239
1468,Krokosaari,1626,506
1469,eikitchi Onizuka,1625,1111
1470,Jeniss,1625,471
1471,cropsini,1625,30
1472,Guffel001,1625,156
1473,Kadghar,1625,181
1474,tampix,1625,178
1475,ramdog86,1625,442
1476,Pexxagon,1625,446
1477,Dieudivin,1625,190
1478,Pishman,1625,99
1479,moocowsheep,1625,74
1480,Major Barthy,1625,576
1481,TrololoChade,1625,176
1482,kobiak,1625,111
1483,StoyanB,1625,120
1484,edlund,1625,46
1485,BaghiraCGN,1624,216
1486,Lord Feldemort,1624,64
1487,Freiik,1624,124
1488,luizeba,1624,37
1489,JANorton,1624,48
1490,Il profe,1624,2548
1491,FightAboutIt,1624,121
1492,Llola2136288,1624,237
1493,Haika,1624,50
1494,evildeathroll,1624,104
1495,SamGoroh,1624,2136
1496,sunny2nd,1624,41
1497,sean_e,1623,48
1498,invictusr,1623,62
1499,Shakamaster,1623,917
1500,Tomjai,1623,245
1501,maxcomb1987,1623,32
1502,Ryoohki,1623,45
1503,Le_Cardinal,1623,451
1504,wildweasel94,1623,286
1505,SubMars,1623,761
1506,Pressfanta,1622,98
1507,MadMnDan,1622,206
1508,Gprgyn769,1622,1054
1509,natalia7,1622,210
1510,Linep,1622,1057
1511,catanacer5,1622,32
1512,Rigoletto83,1622,610
1513,katamaran389,1622,176
1514,phylou,1622,67
1515,Tom Foolery1,1622,29
1516,CrazyAntz,1622,302
1517,Katharos,1622,1309
1518,della42,1621,52
1519,r3drick,1621,94
1520,risitas,1621,150
1521,Suricate83,1621,320
1522,Snowpoke,1621,32
1523,THORIUMFINNSKOGENERGY,1621,67
1524,bakda,1621,332
1525,Quintall,1621,135
1526,goingstones,1621,309
1527,Skappy,1621,351
1528,MrBabineni,1621,61
1529,mmiller6756,1621,55
1530,pentomino12,1621,371
1531,Elon90,1621,100
1532,ZIDKEY,1620,68
1533,1332doubleevil,1620,930
1534,piardos,1620,110
1535,jacmv15,1620,92
1536,Bonelessistaken,1620,333
1537,DudeMcGuy,1620,292
1538,Saib95,1620,35
1539,Chan12,1620,204
1540,Javisan,1620,79
1541,TrimbleStreet,1620,75
1542,Laacis,1620,321
1543,Sergent Soap,1620,46
1544,funnyplayer27,1620,26
1545,Sir Terraformalot,1620,92
1546,Zhadra,1620,728
1547,Nexus87,1619,113
1548,MarquisBee,1619,271
1549,BeejRx123,1619,109
1550,rsegoviab,1619,37
1551,pastamannen,1619,34
1552,Aaverix,1619,268
1553,Tuok,1619,70
1554,dennis nicholson,1619,852
1555,Karation,1619,28
1556,Herddex,1619,90
1557,MichaelGScott,1619,272
1558,adionortega,1619,317
1559,alexgrum,1619,34
1560,Mariku,1619,37
1561,Umbrella Corp.,1619,214
1562,Logrus1,1619,305
1563,asdfate,1618,70
1564,Manud73,1618,24
1565,Maui Fever,1618,68
1566,Doug the dude,1618,437
1567,CrazyLizard,1618,215
1568,yeung111,1618,142
1569,Ommadawn,1618,1081
1570,Boardgame,1618,444
1571,Dipaulit,1618,32
1572,bhtsui,1618,251
1573,Artros,1618,92
1574,Elitrich,1618,194
1575,maxxeritage,1618,527
1576,kglw,1617,95
1577,SOFAD,1617,533
1578,PeladoBombero,1617,345
1579,Flip2thecore,1617,103
1580,Zihark123,1617,141
1581,realrubbishteen,1617,252
1582,e-wise,1617,68
1583,Kiljaeden,1617,280
1584,Spyrer,1617,248
1585,wafflehouse,1617,112
1586,Aidua,1617,492
1587,anielcia,1617,28
1588,terraforming wales,1617,189
1589,lemon66,1617,104
1590,M0unta1n,1617,814
1591,Mofreakers,1617,412
1592,tf1sher,1617,215
1593,Winters777,1616,117
1594,Leuchtturm4444,1616,576
1595,schnmanu,1616,106
1596,exco,1616,399
1597,BoSsBarrier,1616,77
1598,derekrose,1616,1032
1599,jlombardi,1616,240
1600,Gabritz,1616,213
1601,player580023,1616,1381
1602,Rogra,1616,50
1603,ryansocks5,1616,160
1604,3eka,1616,160
1605,NoHaris,1616,106
1606,Dyso85,1616,267
1607,Torktar,1616,739
1608,Conalias,1616,459
1609,Forestkiller,1616,351
1610,TarPoo,1616,20
1611,warhblue,1615,258
1612,TerraForWin,1615,191
1613,AndreTabuleiro,1615,32
1614,norion1,1615,75
1615,Elendrin,1615,566
1616,VariabilitysBrother,1615,139
1617,NikxNI,1615,73
1618,ChrisPBacon,1615,163
1619,ChuckNourris,1615,152
1620,EddyMelone,1615,111
1621,your_verdict2,1615,72
1622,Satohumi,1615,413
1623,Kabaw,1614,30
1624,Leller,1614,78
1625,wombawomba,1614,97
1626,Kaedo,1614,70
1627,stefferson,1614,320
1628,Stray Kit,1614,64
1629,CRASH94,1614,66
1630,Wanchope,1614,329
1631,solo65,1614,495
1632,FeanorCurufinwe,1614,448
1633,Schnirega,1614,221
1634,jpranke,1614,185
1635,Vitormele,1614,199
1636,EdForce01,1613,52
1637,pawels,1613,121
1638,gronland,1613,113
1639,handsomeyork,1613,55
1640,BobQ,1613,243
1641,melezov,1613,232
1642,thefoxtroll,1613,201
1643,Meisterchef2140,1613,197
1644,Galmander,1613,330
1645,RedoxRXN,1613,83
1646,SJCotten,1613,1009
1647,*player6515663,1612,879
1648,allenwfc1,1612,1506
1649,Dave Davinci,1612,236
1650,Stayfawn,1612,79
1651,BlackDemonOz,1612,156
1652,ferflo8,1612,132
1653,Stormydiable,1612,48
1654,julius_cesar,1611,143
1655,trulpen,1611,712
1656,Gerry892,1611,127
1657,pl4ntx,1611,221
1658,pokervegan,1611,1219
1659,Princeroux,1611,190
1660,eightbitmage,1611,138
1661,The Creator,1611,54
1662,Tatzelwurm,1611,74
1663,Feadur_,1611,114
1664,Enrique G,1611,34
1665,ZoidT,1611,165
1666,kepler-22b,1611,153
1667,Mortis75,1611,115
1668,JUSTSTONE,1611,357
1669,ZenChii,1610,29
1670,Spyzer64,1610,166
1671,LaserFowl,1610,197
1672,pandaXX,1610,229
1673,jfm1,1610,58
1674,Zwiz,1610,119
1675,Lady_Amoebe,1610,21
1676,bobaleh,1610,33
1677,Zforce95,1610,53
1678,JordanTheJew,1610,33
1679,spawnofseitan,1610,27
1680,Han Andre,1610,85
1681,Barrycuda101,1610,1102
1682,Coni les poissons,1610,114
1683,Alvaro es el nombre que mis padres me pusieron,1610,176
1684,noticeaheart,1609,104
1685,faqtotum1,1609,411
1686,Cyrus_8,1609,1137
1687,vene775,1609,240
1688,Pico85,1609,754
1689,Ondruska,1609,202
1690,R3APER,1609,662
1691,Gagarin74,1609,192
1692,Giomla,1609,167
1693,vatsalybhatt,1609,294
1694,janbaumeister30,1609,316
1695,Holypony84,1609,52
1696,Amv1659,1609,333
1697,theferpa,1609,461
1698,GingerThyme,1609,35
1699,Ky3HeC,1609,63
1700,Speaking_fish,1608,130
1701,Xykand,1608,146
1702,Camarones,1608,249
1703,player5772113,1608,84
1704,TheBrasil,1608,958
1705,Chefmole,1608,31
1706,nombreyaenuso,1608,176
1707,danielandreas,1608,392
1708,nodoran,1608,162
1709,WhizWit,1608,32
1710,Galdren,1608,48
1711,platykun,1608,31
1712,sambrok,1608,83
1713,Genevieve_Cloud,1608,186
1714,Sapahnur,1608,248
1715,Simonvda,1607,112
1716,Muszla,1607,397
1717,Ngserene,1607,593
1718,Elodin1804,1607,38
1719,Connelly,1607,475
1720,Sew_Eryn_Str,1607,125
1721,NochNasty,1607,497
1722,Realbubba12,1607,119
1723,KarolyneRose,1607,32
1724,buehlercompanies,1607,756
1725,Joe_Bloe101,1607,114
1726,tet_ta,1607,123
1727,Mechti,1606,116
1728,epizur,1606,699
1729,zettix,1606,651
1730,Greenerytile_Enjoyer,1606,171
1731,Mmu_33,1606,1203
1732,3my0,1606,287
1733,87mj,1606,143
1734,Af9094,1606,146
1735,Kalle95,1606,21
1736,Alkamiga,1606,472
1737,ojberlin,1606,147
1738,hlambert033,1605,117
1739,eversonrosed,1605,54
1740,MeSHmeNi,1605,116
1741,SoTamGood,1605,44
1742,ytuazirafel,1605,265
1743,prez1o,1605,37
1744,cocobye1177154,1605,855
1745,supermegachaos,1605,92
1746,rooipw,1605,39
1747,marcutznemo,1605,36
1748,ShipSong,1605,216
1749,dolav,1605,233
1750,Sneakybrick,1605,168
1751,bex montana,1605,49
1752,rboll2,1605,253
1753,TempusFrangit,1604,188
1754,Baffi1,1604,565
1755,hackmac,1604,132
1756,RJorby,1604,45
1757,zaf108,1604,72
1758,Printenhart,1604,36
1759,tejeskv,1604,574
1760,Obihobit,1604,922
1761,EINDRINGLING,1604,270
1762,jsoomal86,1604,409
1763,D0rett0,1604,620
1764,atosss90,1604,307
1765,bankry,1603,42
1766,Kanamycin,1603,579
1767,Mark Watney Jr,1603,213
1768,greenjinjo,1603,84
1769,gandhi neru,1603,316
1770,Cuddling Sheep,1603,156
1771,DoEddi,1603,137
1772,LexerZz,1603,34
1773,codant,1603,1631
1774,Liifaen,1603,68
1775,Kap-a-lots,1603,790
1776,Borf96,1603,80
1777,SlyFox41,1603,144
1778,Eat_my_wheat,1602,42
1779,Wowas,1602,106
1780,Feruytor,1602,22
1781,gwt3807,1602,268
1782,Warman1338,1602,49
1783,Cathylea13,1602,336
1784,Danmanvdb,1602,137
1785,Zarastr0,1602,31
1786,Ramzeska,1602,425
1787,meloooooo,1602,44
1788,obbeluff,1602,27
1789,player4600695,1602,622
1790,Gothire,1601,228
1791,Karlhungu5,1601,31
1792,SimpSupreme,1601,98
1793,BaTyTuH,1601,99
1794,Ata.,1601,312
1795,Proppo,1601,192
1796,A.Stafik,1601,114
1797,EXTREME COLD FUNGUS,1601,93
1798,awesome90,1601,55
1799,Dugrim,1601,76
1800,Logama,1601,71
1801,pitaponpon,1601,208
1802,Geri,1601,533
1803,Pedro.moro,1601,56
1804,Chivalry7,1601,46
1805,sorrowquin,1600,137
1806,sidstink2,1600,30
1807,jayton,1600,37
1808,darkteapot,1600,252
1809,plegler,1600,186
1810,malano,1600,88
1811,Diego Renzi,1600,457
1812,Alabaster427,1600,163
1813,orleger,1600,83
1814,bshk,1600,178
1815,eddiepark,1600,150
1816,Little Stitious,1599,290
1817,McTT,1599,138
1818,Your Imagination,1599,207
1819,Stingray_Bell,1599,439
1820,Svenja584,1599,68
1821,kashanka392,1599,48
1822,MKG59,1599,878
1823,Pabblo,1599,23
1824,James Hoff,1599,48
1825,TheRealFaker,1599,97
1826,elderotaku2,1599,21
1827,Videl,1599,52
1828,Marviella,1598,33
1829,Huaychivo,1598,118
1830,Blitzy123,1598,102
1831,AjotaMaia,1598,284
1832,Jesjarl,1598,163
1833,Franktipout,1598,25
1834,EYESACKES,1598,20
1835,LawyerUA,1598,83
1836,SweSquid,1598,95
1837,Ricomojo,1598,45
1838,CBallMDent,1598,45
1839,jbtov,1598,309
1840,bognauzdzicka,1598,462
1841,MummyFish,1598,20
1842,Makaweliusz,1598,305
1843,abfozks,1597,79
1844,Hoinz,1597,415
1845,Snugg,1597,77
1846,tvrx123,1597,181
1847,Youv,1597,571
1848,I want my name to be spaghetti,1597,33
1849,MrRottenHeart,1597,68
1850,GinTonic666,1597,149
1851,hodo,1597,224
1852,Deymosh,1597,45
1853,JoshNorthey,1596,202
1854,Timuyin,1596,103
1855,Whitebeardsgarten,1596,126
1856,ersfox,1596,33
1857,Der Elch,1596,234
1858,BiancoFritto,1596,25
1859,Catoo,1596,129
1860,Gil'Galas,1596,157
1861,Meldikar,1596,243
1862,Phallocrate78,1596,26
1863,Martianmanhunter,1596,300
1864,ufi17,1596,26
1865,ravendamiel,1596,57
1866,22David,1596,105
1867,Lepardi,1595,74
1868,Carca-joue,1595,730
1869,Cakenurface,1595,85
1870,MemorizeV,1595,734
1871,nitingarg,1595,182
1872,Popolulux,1595,96
1873,robertviding,1595,1344
1874,speckops,1595,203
1875,Planetronics,1595,732
1876,busylizzy92,1595,342
1877,s56julia,1595,120
1878,Sickysoka666,1595,67
1879,utopia_north,1595,223
1880,Eleken,1595,142
1881,Tomcat66,1594,39
1882,DarknessMannen666,1594,477
1883,maxempires,1594,91
1884,Pestkowiec,1594,127
1885,AndersRwa,1594,42
1886,WToods,1594,26
1887,jajabings,1594,74
1888,Moinmeister182,1594,111
1889,vlad_kid_1,1594,152
1890,Giblet7,1594,42
1891,Bee 0 bee,1575,198
1892,IVIephisto,1594,90
1893,philouravioli,1594,118
1894,player5095545,1594,26
1895,Debjwillis117,1593,66
1896,spoff135,1593,137
1897,Pyrus90,1593,186
1898,Starlight25,1593,89
1899,richardhell,1593,471
1900,DrainTheClock,1593,168
1901,Bladway,1593,96
1902,-MM-,1593,25
1903,Inan,1593,65
1904,Sarantium,1593,179
1905,c5k39b,1593,362
1906,benthedink8,1593,130
1907,UBahnLinie,1593,99
1908,wineandicecream,1593,865
1909,vued,1593,172
1910,maikkipak,1593,497
1911,Alter92,1593,77
1912,Sakorda,1593,281
1913,player4079488,1593,423
1914,Toph4,1593,83
1915,mike19berkeley,1593,448
1916,Zh3n,1593,159
1917,AlphaCenturi,1592,123
1918,martinusle juste,1592,31
1919,roger-that,1592,104
1920,klip63,1592,60
1921,Mr Victory,1592,224
1922,mpetrak,1592,95
1923,Davidb9 - Mercurey,1592,66
1924,luicic,1592,75
1925,Silentir,1592,45
1926,ShahBazidas,1592,39
1927,Manuel84,1592,95
1928,theo_13,1592,181
1929,SiegWarheit,1592,439
1930,JellieBellie,1592,243
1931,Vasa-,1592,33
1932,drmetal,1591,129
1933,PAn-Zer-67,1591,107
1934,KN890,1591,91
1935,doobleg,1591,147
1936,Jengenn,1591,62
1937,evgheni,1591,1545
1938,bokkuru,1591,70
1939,James Bondinho,1591,144
1940,Per J,1591,556
1941,Kompresor,1591,25
1942,Napster1990,1591,75
1943,EnergiaX,1591,170
1944,Zielu,1591,113
1945,marz123,1591,193
1946,zaruta,1591,107
1947,anaddelic,1591,348
1948,missbuttercup90,1591,350
1949,yamann55,1591,78
1950,Gottkönig,1590,126
1951,Arioch216,1590,24
1952,Jean21,1590,67
1953,Symiant,1590,51
1954,tpgrzyb,1590,85
1955,AquiferPimping,1590,975
1956,Johale,1590,64
1957,mariner4,1590,151
1958,Sommernachtstraum,1590,25
1959,squiiiiiiiiiik,1590,355
1960,KAISER SOSEY,1590,735
1961,tyzsm,1590,93
1962,ImTubz,1590,92
1963,player5835267,1590,296
1964,lianon,1590,267
1965,livingconfucius,1590,269
1966,bulutay,1589,215
1967,mikimiki29,1589,280
1968,Taraaf,1589,81
1969,imokoke,1589,55
1970,Shirkayo,1589,45
1971,Tbinnz,1589,210
1972,B_Gliese,1589,82
1973,Arafor,1589,57
1974,Moo Key,1589,524
1975,IvnBer,1589,46
1976,Florencao,1588,172
1977,Player701920308,1588,66
1978,Haal,1588,20
1979,blzrn,1588,224
1980,kpfucu,1588,45
1981,tokino,1588,1078
1982,LePorky,1588,135
1983,Thegrosfaisan,1588,117
1984,gogo1180,1588,88
1985,Usirev,1588,106
1986,uykutozu,1588,772
1987,CareFACE,1588,70
1988,LabacKurdobine,1588,77
1989,Hartok87,1588,68
1990,xXxG4merxXx,1588,24
1991,JoulSiber,1587,242
1992,flaemmchen_5,1587,23
1993,Caro078,1587,52
1994,Ybii,1587,139
1995,Gaabur,1587,246
